image_file,image_id,image_size,class,embedding_file,embedding_method,embedding_dimension,time_delay,ordinal_pattern,ordinal_probability
./img/128/brown_bread/00116.png,116,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00116.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23672323 0.1395434  0.13655231 0.14509828 0.14216823 0.19991454]
./img/128/brown_bread/00117.png,117,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00117.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23849347 0.13508729 0.13221829 0.13966549 0.13685753 0.21767794]
./img/128/brown_bread/00118.png,118,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00118.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23263338 0.13874985 0.14045904 0.14424368 0.14589183 0.19802222]
./img/128/brown_bread/00119.png,119,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00119.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23544134 0.13929923 0.13881089 0.14393847 0.14351117 0.1989989 ]
./img/128/brown_bread/00120.png,120,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00120.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24056892 0.13520938 0.13362227 0.14045904 0.13887193 0.21126847]
./img/128/brown_bread/00121.png,121,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00121.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23623489 0.1362471  0.13563667 0.14448785 0.14381638 0.2035771 ]
./img/128/brown_bread/00122.png,122,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00122.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23623489 0.13759004 0.13673544 0.13697961 0.13612502 0.216335  ]
./img/128/brown_bread/00123.png,123,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00123.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24081309 0.13172995 0.13465999 0.13826151 0.14119155 0.21334391]
./img/128/brown_bread/00124.png,124,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00124.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23098523 0.14027591 0.14021487 0.14393847 0.14387743 0.20070809]
./img/128/brown_bread/00125.png,125,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00125.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23422049 0.14076425 0.13673544 0.14534245 0.14125259 0.20168478]
./img/128/brown_bread/00126.png,126,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00126.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23959224 0.13765108 0.13459895 0.13813942 0.13508729 0.21493102]
./img/128/brown_bread/00127.png,127,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00127.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24917592 0.13234037 0.13258454 0.13722378 0.13740691 0.21126847]
./img/128/brown_bread/00128.png,128,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00128.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25479184 0.12910512 0.12934929 0.13777317 0.13807838 0.21090221]
./img/128/brown_bread/00129.png,129,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00129.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25027469 0.13148578 0.12702967 0.13740691 0.1329508  0.22085215]
./img/128/brown_bread/00130.png,130,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00130.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23794408 0.13740691 0.13478208 0.14430472 0.14161885 0.20394335]
./img/128/brown_bread/00131.png,131,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00131.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24453669 0.13673544 0.13221829 0.13643023 0.13185203 0.21822732]
./img/128/brown_bread/00132.png,132,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00132.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24954218 0.12812843 0.12977658 0.13197412 0.13362227 0.22695642]
./img/128/brown_bread/00133.png,133,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00133.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23293859 0.140398   0.13966549 0.13874985 0.13795629 0.21029178]
./img/128/brown_bread/00134.png,134,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00134.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23171774 0.13978757 0.14192406 0.13966549 0.14186302 0.20504212]
./img/128/brown_bread/00135.png,135,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00135.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24575754 0.13124161 0.13002075 0.13606397 0.13484312 0.22207301]
./img/128/brown_bread/00136.png,136,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00136.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24917592 0.13362227 0.13258454 0.13331706 0.13234037 0.21895983]
./img/128/brown_bread/00137.png,137,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00137.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.2518618  0.13136369 0.13063118 0.13307288 0.13234037 0.22073007]
./img/128/brown_bread/00138.png,138,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00138.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25882066 0.12324503 0.12477109 0.12764009 0.12910512 0.23641802]
./img/128/brown_bread/00139.png,139,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00139.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24453669 0.1325235  0.13313393 0.13234037 0.1329508  0.22451471]
./img/128/brown_bread/00140.png,140,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00140.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23684532 0.13704065 0.13386644 0.13936027 0.13618606 0.21670126]
./img/128/brown_bread/00141.png,141,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00141.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23953119 0.13417165 0.13227933 0.13575876 0.1338054  0.22445367]
./img/128/brown_bread/00142.png,142,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00142.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23672323 0.13685753 0.13881089 0.14064217 0.14259553 0.20437065]
./img/128/brown_bread/00143.png,143,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00143.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23135148 0.13984861 0.13978757 0.1469906  0.1469906  0.19503113]
./img/128/brown_bread/00144.png,144,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00144.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23238921 0.1353925  0.13856672 0.13569772 0.13893298 0.21902088]
./img/128/brown_bread/00145.png,145,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00145.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24624588 0.13350018 0.13142473 0.14320596 0.14113051 0.20449274]
./img/128/brown_bread/00146.png,146,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00146.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24417043 0.13075327 0.13502625 0.13496521 0.13923819 0.21584666]
./img/128/brown_bread/00147.png,147,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00147.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24282749 0.1305091  0.12818948 0.13777317 0.13545355 0.22524722]
./img/128/brown_bread/00148.png,148,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00148.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23818826 0.13856672 0.13606397 0.13881089 0.1362471  0.21212306]
./img/128/brown_bread/00149.png,149,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00149.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23947015 0.13722378 0.13453791 0.1362471  0.13356123 0.21895983]
./img/128/brown_bread/00150.png,150,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00150.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23989745 0.13197412 0.13172995 0.13905506 0.13881089 0.21853254]
./img/128/brown_bread/00151.png,151,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00151.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24294958 0.13368331 0.13636919 0.13881089 0.14149676 0.20669027]
./img/128/brown_bread/00152.png,152,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00152.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24624588 0.13172995 0.13514833 0.13618606 0.13966549 0.21102429]
./img/128/brown_bread/00153.png,153,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00153.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23544134 0.13575876 0.13386644 0.13429374 0.13246246 0.22817727]
./img/128/brown_bread/00154.png,154,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00154.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25662312 0.12849469 0.12660237 0.13643023 0.13453791 0.21731168]
./img/128/brown_bread/00155.png,155,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00155.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24954218 0.13093639 0.12959346 0.13459895 0.13319497 0.22213405]
./img/128/brown_bread/00156.png,156,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00156.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23806617 0.13606397 0.13270663 0.13936027 0.13600293 0.21780002]
./img/128/brown_bread/00157.png,157,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00157.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25338786 0.12959346 0.12995971 0.13447686 0.13490416 0.21767794]
./img/128/brown_bread/00158.png,158,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00158.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24905384 0.13227933 0.13111952 0.12818948 0.12702967 0.23232817]
./img/128/brown_bread/00159.png,159,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00159.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25253327 0.13020388 0.12629716 0.13069222 0.12684654 0.23342693]
./img/128/brown_bread/00160.png,160,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00160.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24417043 0.13258454 0.13398852 0.13691857 0.13826151 0.21407643]
./img/128/brown_bread/00161.png,161,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00161.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25247223 0.1325235  0.13185203 0.13417165 0.13356123 0.21541936]
./img/128/brown_bread/00162.png,162,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00162.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25277744 0.12568673 0.12818948 0.13081431 0.13331706 0.22921499]
./img/128/corduroy/00163.png,163,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00163.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.30808204 0.10926627 0.10999878 0.12751801 0.12825052 0.21688439]
./img/128/corduroy/00164.png,164,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00164.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.31406422 0.10548163 0.10810646 0.12580881 0.12843365 0.21810524]
./img/128/corduroy/00165.png,165,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00165.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.29007447 0.11360029 0.11384446 0.12043707 0.12068124 0.24136247]
./img/128/corduroy/00166.png,166,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00166.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.26388719 0.12666341 0.12342815 0.13472104 0.13148578 0.21981443]
./img/128/corduroy/00167.png,167,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00167.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25479184 0.12941033 0.1263582  0.13118056 0.12818948 0.23006959]
./img/128/corduroy/00168.png,168,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00168.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23708949 0.13557563 0.13368331 0.13282871 0.13099744 0.22982542]
./img/128/corduroy/00169.png,169,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00169.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.31406422 0.10493224 0.10658039 0.12684654 0.12855573 0.21902088]
./img/128/corduroy/00170.png,170,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00170.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.32035161 0.10218533 0.10346722 0.13136369 0.13264559 0.20998657]
./img/128/corduroy/00171.png,171,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00171.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.28726651 0.11201319 0.11622513 0.1180564  0.12232939 0.24410939]
./img/128/corduroy/00172.png,172,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00172.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.26523013 0.12764009 0.12556464 0.13844463 0.13636919 0.20675131]
./img/128/corduroy/00173.png,173,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00173.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.26754975 0.12416066 0.12513735 0.1362471  0.13728482 0.20962031]
./img/128/corduroy/00174.png,174,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00174.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.2448419  0.1305091  0.13386644 0.13063118 0.13398852 0.22616286]
./img/128/corduroy/00175.png,175,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00175.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24160664 0.13490416 0.13777317 0.13813942 0.14100842 0.20656818]
./img/128/corduroy/00176.png,176,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00176.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24655109 0.13118056 0.13227933 0.14064217 0.14180198 0.20754487]
./img/128/corduroy/00177.png,177,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00177.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22958125 0.13893298 0.14058113 0.14186302 0.14357221 0.20546942]
./img/128/corduroy/00178.png,178,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00178.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.26352094 0.12495422 0.12342815 0.1362471  0.13472104 0.21712856]
./img/128/corduroy/00179.png,179,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00179.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.27072397 0.12300085 0.12208522 0.13606397 0.13514833 0.21297766]
./img/128/corduroy/00180.png,180,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00180.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24465877 0.13032597 0.12812843 0.13643023 0.13423269 0.2262239 ]
./img/128/corduroy/00181.png,181,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00181.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23751679 0.13795629 0.13618606 0.14857771 0.14686851 0.19289464]
./img/128/corduroy/00182.png,182,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00182.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23892077 0.13813942 0.13490416 0.1445489  0.14137468 0.20211207]
./img/128/corduroy/00183.png,183,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00183.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.21688439 0.14692956 0.14644122 0.143267   0.14277866 0.20369918]
./img/128/corduroy/00184.png,184,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00184.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23214504 0.14198511 0.13685753 0.1469906  0.14192406 0.20009767]
./img/128/corduroy/00185.png,185,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00185.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23361006 0.13594189 0.13740691 0.13789525 0.13929923 0.21584666]
./img/128/corduroy/00186.png,186,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00186.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22042486 0.14363326 0.14442681 0.1424124  0.14320596 0.20589672]
./img/128/corduroy/00187.png,187,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00187.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.2481382  0.13307288 0.12995971 0.14222928 0.1391161  0.20748382]
./img/128/corduroy/00188.png,188,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00188.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.2510072  0.12855573 0.13044805 0.14094738 0.14290074 0.20614089]
./img/128/corduroy/00189.png,189,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00189.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.2200586  0.14375534 0.14052008 0.14155781 0.13826151 0.21584666]
./img/128/corduroy/00190.png,190,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00190.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23947015 0.13820046 0.14009278 0.14222928 0.14406055 0.19594677]
./img/128/corduroy/00191.png,191,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00191.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23843243 0.13813942 0.13887193 0.14192406 0.14265657 0.19997558]
./img/128/corduroy/00192.png,192,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00192.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.21834941 0.14558662 0.14235136 0.1469906  0.14381638 0.20290563]
./img/128/corduroy/00193.png,193,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00193.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23611281 0.13966549 0.13740691 0.14320596 0.14088634 0.2027225 ]
./img/128/corduroy/00194.png,194,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00194.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23690636 0.13838359 0.13630814 0.14198511 0.13990966 0.20650714]
./img/128/corduroy/00195.png,195,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00195.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.2138933  0.14711268 0.14638017 0.14460994 0.14387743 0.20412648]
./img/128/corduroy/00196.png,196,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00196.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24600171 0.13319497 0.13411061 0.13881089 0.13966549 0.20821634]
./img/128/corduroy/00197.png,197,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00197.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24697839 0.13502625 0.13441582 0.13728482 0.13661336 0.20968136]
./img/128/corduroy/00198.png,198,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00198.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.21749481 0.14314492 0.14375534 0.14125259 0.14192406 0.21242827]
./img/128/corduroy/00199.png,199,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00199.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24221707 0.13514833 0.13850568 0.14235136 0.14564766 0.1961299 ]
./img/128/corduroy/00200.png,200,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00200.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24453669 0.13490416 0.13502625 0.14320596 0.143267   0.19905994]
./img/128/corduroy/00201.png,201,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00201.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.20705653 0.14686851 0.14821145 0.14894396 0.1502869  0.19863265]
./img/128/corduroy/00202.png,202,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00202.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24453669 0.13417165 0.13417165 0.14119155 0.14119155 0.20473691]
./img/128/corduroy/00203.png,203,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00203.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23690636 0.13478208 0.13545355 0.13771212 0.13838359 0.2167623 ]
./img/128/corduroy/00204.png,204,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00204.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.21486998 0.14686851 0.14546453 0.14497619 0.14351117 0.20430961]
./img/128/corduroy/00205.png,205,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00205.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24972531 0.12995971 0.12764009 0.14290074 0.14058113 0.20919302]
./img/128/corduroy/00206.png,206,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00206.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24740569 0.13172995 0.12995971 0.13972653 0.13795629 0.21322183]
./img/128/corduroy/00207.png,207,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00207.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.21957026 0.14576975 0.143267   0.14314492 0.14064217 0.20760591]
./img/128/corduroy/00208.png,208,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00208.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24343792 0.13447686 0.1362471  0.14033696 0.14210719 0.20339397]
./img/128/corduroy/00209.png,209,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00209.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24221707 0.13716274 0.13600293 0.13966549 0.13850568 0.2064461 ]
./img/128/corduroy/00210.png,210,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00210.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.21175681 0.14821145 0.14747894 0.15016482 0.14937126 0.19301673]
./img/128/corduroy/00211.png,211,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00211.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24160664 0.13545355 0.13465999 0.14052008 0.13966549 0.20809425]
./img/128/corduroy/00212.png,212,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00212.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23312172 0.13673544 0.13716274 0.13984861 0.14021487 0.21291662]
./img/128/corduroy/00213.png,213,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00213.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.2093151  0.1502869  0.14998169 0.14674643 0.14638017 0.19728971]
./img/128/corduroy/00214.png,214,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00214.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24392626 0.13179099 0.13600293 0.13643023 0.14070321 0.21114638]
./img/128/corduroy/00215.png,215,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00215.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24795507 0.13081431 0.13087535 0.13984861 0.1399707  0.21053595]
./img/128/corduroy/00216.png,216,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00216.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22018069 0.14436577 0.14027591 0.14815041 0.14406055 0.20296667]
./img/128/corduroy/00217.png,217,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00217.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24972531 0.13362227 0.13276767 0.13899402 0.13813942 0.20675131]
./img/128/corduroy/00218.png,218,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00218.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23971432 0.13343914 0.13557563 0.13893298 0.14106947 0.21126847]
./img/128/corduroy/00219.png,219,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00219.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.21200098 0.14869979 0.14522036 0.15205714 0.14863875 0.19338298]
./img/128/corduroy/00220.png,220,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00220.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24655109 0.1358198  0.12916616 0.14021487 0.13362227 0.21462581]
./img/128/corduroy/00221.png,221,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00221.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.2373947  0.1353925  0.1333781  0.1424124  0.140398   0.21102429]
./img/128/corduroy/00222.png,222,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00222.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.20943719 0.14845562 0.14650226 0.15083628 0.14882188 0.19594677]
./img/128/corduroy/00223.png,223,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00223.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24954218 0.12861677 0.12898303 0.13746795 0.13789525 0.21749481]
./img/128/corduroy/00224.png,224,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00224.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25711146 0.12757905 0.12696862 0.13588084 0.13533146 0.21712856]
./img/128/corduroy/00225.png,225,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00225.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.21285557 0.14564766 0.14528141 0.14747894 0.14711268 0.20162373]
./img/128/corduroy/00226.png,226,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00226.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25485289 0.12849469 0.12739592 0.14119155 0.14003174 0.20803321]
./img/128/corduroy/00227.png,227,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00227.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24178977 0.13343914 0.13722378 0.13844463 0.14229032 0.20681236]
./img/128/corduroy/00228.png,228,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00228.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.20711757 0.15095837 0.14766207 0.1502869  0.14705164 0.19692345]
./img/128/corduroy/00229.png,229,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00229.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.2505799  0.12983763 0.12831156 0.13929923 0.13783421 0.21413747]
./img/128/corduroy/00230.png,230,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00230.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23629593 0.13765108 0.13459895 0.14161885 0.13856672 0.21126847]
./img/128/corduroy/00231.png,231,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00231.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.20137956 0.15181297 0.15236235 0.14680747 0.1474179  0.20021975]
./img/128/corduroy/00232.png,232,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00232.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.2452692  0.12898303 0.12941033 0.13643023 0.13691857 0.22298865]
./img/128/corduroy/00233.png,233,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00233.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25094616 0.12788426 0.12648028 0.13820046 0.13679648 0.21969235]
./img/128/corduroy/00234.png,234,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00234.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.20693444 0.14998169 0.14247345 0.15364424 0.14619705 0.20076914]
./img/128/corduroy/00235.png,235,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00235.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24954218 0.13319497 0.12953241 0.13972653 0.13612502 0.21187889]
./img/128/corduroy/00236.png,236,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00236.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24880967 0.12971554 0.13099744 0.13960444 0.14094738 0.20992553]
./img/128/corduroy/00237.png,237,"(128, 128)",corduroy,./emb/128/hilbert\corduroy\00237.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.20070809 0.15278965 0.15242339 0.15224026 0.15187401 0.1899646 ]
